time	CS_MetBox_Copper_Temp	
29.04.2018 01:42:05.249488	1123.2
29.04.2018 01:42:05.349488	1123.1
29.04.2018 01:42:05.449488	1122.9
29.04.2018 01:42:05.549488	1123.2
29.04.2018 01:42:05.649488	1123.1
29.04.2018 01:42:05.749488	1123.1
29.04.2018 01:42:05.849488	1123.6
29.04.2018 01:42:05.949488	1123.6
29.04.2018 01:42:06.049488	1123.4
29.04.2018 01:42:06.149488	1122.6
29.04.2018 01:42:06.249488	1123.7
29.04.2018 01:42:06.349488	1123.5
29.04.2018 01:42:06.449488	1123.2
29.04.2018 01:42:06.549488	1123.3
29.04.2018 01:42:06.649488	1123.1
29.04.2018 01:42:06.749488	1123.3
29.04.2018 01:42:06.849488	1123.3
29.04.2018 01:42:06.949488	1122.9
29.04.2018 01:42:07.049488	1123.4
29.04.2018 01:42:07.149488	1123.6
29.04.2018 01:42:07.249488	1123.4
29.04.2018 01:42:07.349488	1123
29.04.2018 01:42:07.449488	1123.2
29.04.2018 01:42:07.549488	1123.2
29.04.2018 01:42:07.649488	1123.1
29.04.2018 01:42:07.749488	1123.1
29.04.2018 01:42:07.849488	1123.2
29.04.2018 01:42:07.949488	1123.4
29.04.2018 01:42:08.049488	1123.4
29.04.2018 01:42:08.149488	1123.3
29.04.2018 01:42:08.249488	1123.2
29.04.2018 01:42:08.349488	1123.2
29.04.2018 01:42:08.449488	1123.1
29.04.2018 01:42:08.549488	1123.2
29.04.2018 01:42:08.649488	1123.1
29.04.2018 01:42:08.749488	1123.1
29.04.2018 01:42:08.849488	1123.1
29.04.2018 01:42:08.949488	1123.4
29.04.2018 01:42:09.049488	1122.9
29.04.2018 01:42:09.149488	1123.2
29.04.2018 01:42:09.249488	1123.2
29.04.2018 01:42:09.349488	1123.2
29.04.2018 01:42:09.449488	1123.1
29.04.2018 01:42:09.549488	1123.2
29.04.2018 01:42:09.649488	1123.2
29.04.2018 01:42:09.749488	1123.1
29.04.2018 01:42:09.849488	1122.7
29.04.2018 01:42:09.949488	1123.6
29.04.2018 01:42:10.049488	1123.4
29.04.2018 01:42:10.149488	1123.3
29.04.2018 01:42:10.249488	1122.2
29.04.2018 01:42:10.349488	1123.4
29.04.2018 01:42:10.449488	1123.1
29.04.2018 01:42:10.549488	1123.1
29.04.2018 01:42:10.649488	1123.3
29.04.2018 01:42:10.749488	1123.3
29.04.2018 01:42:10.849488	1123.3
29.04.2018 01:42:10.949488	1123.1
29.04.2018 01:42:11.049488	1123
29.04.2018 01:42:11.149488	1123.4
29.04.2018 01:42:11.249488	1124
29.04.2018 01:42:11.349488	1123.3
29.04.2018 01:42:11.449488	1123.3
29.04.2018 01:42:11.549488	1123.1
29.04.2018 01:42:11.649488	1123.1
29.04.2018 01:42:11.749488	1123.4
29.04.2018 01:42:11.849488	1123.2
29.04.2018 01:42:11.949488	1123.3
29.04.2018 01:42:12.049488	1123.3
29.04.2018 01:42:12.149488	1123.2
29.04.2018 01:42:12.249488	1122.6
29.04.2018 01:42:12.349488	1122.6
29.04.2018 01:42:12.449488	1123.8
29.04.2018 01:42:12.549488	1123.8
29.04.2018 01:42:12.649488	1123.1
29.04.2018 01:42:12.749488	1123.1
29.04.2018 01:42:12.849488	1123.2
29.04.2018 01:42:12.949488	1123
29.04.2018 01:42:13.049488	1123.3
29.04.2018 01:42:13.149488	1123.6
29.04.2018 01:42:13.249488	1123.6
29.04.2018 01:42:13.349488	1123.5
29.04.2018 01:42:13.449488	1123.5
29.04.2018 01:42:13.549488	1122.9
29.04.2018 01:42:13.649488	1123.2
29.04.2018 01:42:13.749488	1123.2
29.04.2018 01:42:13.849488	1123.1
29.04.2018 01:42:13.949488	1123.2
29.04.2018 01:42:14.049488	1123.1
29.04.2018 01:42:14.149488	1123.1
29.04.2018 01:42:14.249488	1123.1
29.04.2018 01:42:14.349488	1123.1
29.04.2018 01:42:14.449488	1123.7
29.04.2018 01:42:14.549488	1123.3
29.04.2018 01:42:14.649488	1123.3
29.04.2018 01:42:14.749488	1123.1
29.04.2018 01:42:14.849488	1123.5
29.04.2018 01:42:14.949488	1123
29.04.2018 01:42:15.049488	1123
29.04.2018 01:42:15.149488	1123.1
29.04.2018 01:42:15.249488	1123.1
29.04.2018 01:42:15.349488	1123.3
29.04.2018 01:42:15.449488	1123
29.04.2018 01:42:15.549488	1122.9
29.04.2018 01:42:15.649488	1123.1
29.04.2018 01:42:15.749488	1123.1
29.04.2018 01:42:15.849488	1123.1
29.04.2018 01:42:15.949488	1122.9
29.04.2018 01:42:16.049488	1123.2
29.04.2018 01:42:16.149488	1123.2
29.04.2018 01:42:16.249488	1123.1
29.04.2018 01:42:16.349488	1123.2
29.04.2018 01:42:16.449488	1122.2
29.04.2018 01:42:16.549488	1122.7
29.04.2018 01:42:16.649488	1122.6
29.04.2018 01:42:16.749488	1123.4
29.04.2018 01:42:16.849488	1123.5
29.04.2018 01:42:16.949488	1123
29.04.2018 01:42:17.049488	1123.2
29.04.2018 01:42:17.149488	1123.2
29.04.2018 01:42:17.249488	1123.2
29.04.2018 01:42:17.349488	1123.1
29.04.2018 01:42:17.449488	1123.1
29.04.2018 01:42:17.549488	1122.9
29.04.2018 01:42:17.649488	1123.1
29.04.2018 01:42:17.749488	1123.5
29.04.2018 01:42:17.849488	1122.4
29.04.2018 01:42:17.949488	1123.4
