1.100000000000000000e+01,1.784615999999999985e+04,1.000000000000000000e+00
9.000000000000000000e+00,1.725129000000000087e+04,1.000000000000000000e+00
1.100000000000000000e+01,2.988533699999999953e+05,1.000000000000000000e+00
1.100000000000000000e+01,2.184000000000000000e+03,2.000000000000000000e+00
7.000000000000000000e+00,2.022563999999999942e+04,1.000000000000000000e+00
7.000000000000000000e+00,3.817090000000000146e+04,1.000000000000000000e+00
8.000000000000000000e+00,1.863934000000000015e+04,1.000000000000000000e+00
1.100000000000000000e+01,2.889406000000000131e+04,1.000000000000000000e+00
1.100000000000000000e+01,2.245190000000000055e+03,1.000000000000000000e+00
7.000000000000000000e+00,1.586879999999999927e+04,1.000000000000000000e+00
7.000000000000000000e+00,1.418818000000000029e+04,1.000000000000000000e+00
1.100000000000000000e+01,1.107160000000000082e+03,1.000000000000000000e+00
1.100000000000000000e+01,1.254575000000000000e+04,1.000000000000000000e+00
1.100000000000000000e+01,5.252015999999999767e+05,1.000000000000000000e+00
1.100000000000000000e+01,7.395140000000000327e+03,1.000000000000000000e+00
8.000000000000000000e+00,3.604923999999999796e+04,1.000000000000000000e+00
1.100000000000000000e+01,-1.131500000000000000e+04,1.000000000000000000e+00
9.000000000000000000e+00,2.130000000000000000e+07,1.000000000000000000e+00
9.000000000000000000e+00,2.225808000000000175e+04,1.000000000000000000e+00
9.000000000000000000e+00,8.400086999999999534e+04,1.000000000000000000e+00
1.100000000000000000e+01,3.819276999999999680e+04,1.000000000000000000e+00
1.100000000000000000e+01,5.008300000000000000e+04,1.000000000000000000e+00
1.100000000000000000e+01,2.416659999999999854e+03,1.000000000000000000e+00
8.000000000000000000e+00,2.112984999999999854e+04,1.000000000000000000e+00
7.000000000000000000e+00,4.916079999999999927e+03,1.000000000000000000e+00
5.000000000000000000e+00,7.089920000000000073e+03,1.000000000000000000e+00
1.100000000000000000e+01,2.379486999999999898e+04,1.000000000000000000e+00
9.000000000000000000e+00,2.562300000000000000e+04,1.000000000000000000e+00
1.100000000000000000e+01,4.553000000000000000e+04,1.000000000000000000e+00
5.000000000000000000e+00,4.449991999999999825e+04,1.000000000000000000e+00
7.000000000000000000e+00,4.666880000000000109e+03,1.000000000000000000e+00
7.000000000000000000e+00,6.222510000000000218e+03,1.000000000000000000e+00
7.000000000000000000e+00,2.953824000000000160e+04,1.000000000000000000e+00
1.100000000000000000e+01,1.989399999999999977e+02,1.000000000000000000e+00
1.100000000000000000e+01,1.412299999999999955e+03,1.000000000000000000e+00
